id,title,original_language,popularity,vote_average
9571,Dazed and Confused,English,14.526,7.4
4133,Blow,English,21.777,7.4
245891,John Wick,English,104.505,7.4
15003,Chocolate,Non-English,12.81,7.4
8681,Taken,English,116.411,7.4
520172,Happiest Season,English,15.287,7.4
273481,Sicario,English,84.594,7.4
39486,Secretariat,English,13.933,7.4
22164,Blood and Bone,English,41.6,7.4
7249,Futurama: Bender's Big Score,English,14.344,7.4
1429,25th Hour,English,10.638,7.4
413279,Team Thor,English,24.034,7.4
53565,Steamboat Willie,English,7.827,7.4
14551,Winchester '73,English,8.307,7.4
12311,Mutiny on the Bounty,English,8.352,7.4
11206,Wait Until Dark,English,8.305,7.4
429174,Loveless,Non-English,11.239,7.4
6003,Romeo and Juliet,English,15.604,7.4
19673,Sexmission,Non-English,7.686,7.4
11881,Miracle on 34th Street,English,11.049,7.4
840,Close Encounters of the Third Kind,English,23.37,7.4
488,The African Queen,English,13.339,7.4
332270,Battle for Sevastopol,Non-English,26.522,7.4
15601,Scooby-Doo! and the Cyber Chase,English,29.903,7.4
10024,My Sister's Keeper,English,31.704,7.4
9662,The Triplets of Belleville,Non-English,11.045,7.4
395991,Only the Brave,English,35.946,7.4
16234,Batman Beyond: Return of the Joker,English,23.65,7.4
9470,Kung Fu Hustle,Non-English,35.687,7.4
9426,The Fly,English,34.881,7.4
4032,My Girl,English,32.833,7.4
2639,Deconstructing Harry,English,10.449,7.4
474395,Teen Titans Go! To the Movies,English,32.692,7.4
401306,The Seventh Company Has Been Found,Non-English,7.66,7.4
37775,"Bianco, rosso e Verdone",Non-English,7.841,7.4
10975,Operation Condor,Non-English,20.475,7.4
315635,Spider-Man: Homecoming,English,188.96,7.4
245913,Pelé: Birth of a Legend,English,17.573,7.4
233639,Windstorm,Non-English,8.437,7.4
4147,Road to Perdition,English,21.967,7.4
2252,Eastern Promises,English,16.335,7.4
1645,A Time to Kill,English,20.132,7.4
33436,The Brain,Non-English,8.996,7.4
759,Gentlemen Prefer Blondes,English,14.222,7.4
547258,Play,Non-English,5.496,7.4
535356,Elisa & Marcela,Non-English,13.637,7.4
438146,Birds of Passage,Non-English,7.506,7.4
298582,Full Out,English,11.033,7.4
12776,Johnny Stecchino,Non-English,6.947,7.4
11948,"Merry Christmas, Mr. Lawrence",Non-English,12.037,7.4
855,Black Hawk Down,English,41.257,7.4
14554,Bad Day at Black Rock,English,8.073,7.4
9652,The Passenger,Non-English,6.408,7.4
457,Sissi,Non-English,10.551,7.4
545609,Extraction,English,47.923,7.4
416477,The Big Sick,English,14.565,7.4
36040,Walkabout,English,8.528,7.4
381,To Catch a Thief,English,11.491,7.4
283591,The Secret Scripture,English,20.385,7.4
212167,Patema Inverted,Non-English,27.363,7.4
140823,Saving Mr. Banks,English,13.099,7.4
16307,The Wicker Man,English,10.084,7.4
2748,Journey to Italy,Non-English,6.895,7.4
379291,Justice League vs. Teen Titans,English,29.851,7.4
43316,All That Heaven Allows,English,7.237,7.4
40794,Loose Cannons,Non-English,7.971,7.4
13004,Barbie and the Diamond Castle,English,45.276,7.4
874,A Man for All Seasons,English,8.509,7.4
470,21 Grams,English,14.224,7.4
25793,Precious,English,15.13,7.4
6949,"What's Up, Doc?",English,7.575,7.4
765245,Swan Song,English,48.457,7.4
80278,The Impossible,English,24.772,7.4
33701,French Fried Vacation 2,Non-English,9.528,7.4
12902,Scooby-Doo! and the Loch Ness Monster,English,17.321,7.4
11426,From Here to Eternity,English,10.092,7.4
10144,The Little Mermaid,English,135.109,7.4
504608,Rocketman,English,18.672,7.4
132363,The Butler,English,14.045,7.4
81188,Rise of the Guardians,English,53.181,7.4
9454,EverAfter,English,28.646,7.4
109689,I Want You,Non-English,79.473,7.4
690,Pickpocket,Non-English,7.264,7.4
307081,Southpaw,English,88.511,7.4
46838,Tucker and Dale vs. Evil,English,14.466,7.4
42994,Memories,Non-English,10.945,7.4
15362,Mesrine: Public Enemy #1,Non-English,10.646,7.4
902,The City of Lost Children,Non-English,12.776,7.4
259316,Fantastic Beasts and Where to Find Them,English,131.03,7.4
75656,Now You See Me,English,85.474,7.4
476299,Ghostland,English,39.168,7.4
399404,Darkest Hour,English,19.049,7.4
293670,The Wailing,Non-English,24.026,7.4
65754,The Girl with the Dragon Tattoo,English,23.521,7.4
37094,Falling Down,English,15.376,7.4
14534,Rudy,English,8.663,7.4
11673,Cyrano de Bergerac,Non-English,7.96,7.4
9539,Martyrs,Non-English,57.519,7.4
302528,Remember,English,8.175,7.4
2899,Asterix & Obelix: Mission Cleopatra,Non-English,35.004,7.4
658,Goldfinger,English,31.088,7.4
88,Dirty Dancing,English,23.796,7.4
10437,The Muppet Christmas Carol,English,10.889,7.3
10234,Funny Games,Non-English,15.655,7.3
4232,Scream,English,49.314,7.3
801,"Good Morning, Vietnam",English,14.648,7.3
184,Jackie Brown,English,15.278,7.3
13949,Persuasion,English,28.609,7.3
8056,Train of Life,Non-English,7.904,7.3
1923,Twin Peaks: Fire Walk with Me,English,10.399,7.3
987,The Front Page,English,8.424,7.3
116,Match Point,English,14.083,7.3
304357,Woman in Gold,English,11.675,7.3
374461,Mr. Church,English,9.913,7.3
342737,20th Century Women,English,13.485,7.3
787428,Two Distant Strangers,English,8.334,7.3
574093,Float,English,5.567,7.3
286192,Lava,English,8.675,7.3
284689,Testament of Youth,English,8.897,7.3
30061,Justice League: Crisis on Two Earths,English,20.649,7.3
11644,Blow Out,English,8.247,7.3
4107,Bloody Sunday,English,7.44,7.3
82695,Les Misérables,English,14.003,7.3
1791,The Piano Teacher,Non-English,13.096,7.3
1427,Perfume: The Story of a Murderer,English,48.788,7.3
497582,Enola Holmes,English,52.3,7.3
428836,Ophelia,English,19.181,7.3
420814,Christopher Robin,English,60.622,7.3
23550,His Secret Life,Non-English,8.547,7.3
19666,Lagaan: Once Upon a Time in India,Non-English,7.11,7.3
2666,Dark City,English,23.599,7.3
420809,Maleficent: Mistress of Evil,English,109.175,7.3
11101,Stalingrad,Non-English,14.865,7.3
4043,Law of Desire,Non-English,7.062,7.3
433498,Papillon,English,22.319,7.3
265712,Stand by Me Doraemon,Non-English,59.688,7.3
36940,The First Beautiful Thing,Non-English,5.816,7.3
13188,Scrooge,English,10.478,7.3
10794,The Party,English,15.032,7.3
38884,Land and Freedom,English,6.557,7.3
37799,The Social Network,English,21.97,7.3
13199,American Me,English,17.612,7.3
892,Delicatessen,Non-English,8.186,7.3
239877,The Mafia Kills Only in Summer,Non-English,7.684,7.3
15600,Missing,English,9.734,7.3
4816,Ghost Dog: The Way of the Samurai,English,9.012,7.3
2640,Heathers,English,15.197,7.3
965,The Magnificent Ambersons,English,6.892,7.3
483306,Dear Basketball,English,5.118,7.3
22803,Law Abiding Citizen,English,172.057,7.3
104,Run Lola Run,Non-English,12.346,7.3
271674,Suite Française,English,9.289,7.3
19067,The Duellists,English,10.584,7.3
228,The Blue Angel,Non-English,9.198,7.3
498248,Mia and the White Lion,Non-English,31.965,7.3
54138,Star Trek Into Darkness,English,38.014,7.3
11816,On Golden Pond,English,8.395,7.3
9589,Christiane F.,Non-English,16.842,7.3
2756,The Abyss,English,22.136,7.3
425,Ice Age,English,178.581,7.3
651881,Bye Bye Morons,Non-English,8.06,7.3
211387,Marvel One-Shot: Agent Carter,English,33.593,7.3
42726,A Man and a Woman,Non-English,6.906,7.3
2841,A Very Long Engagement,Non-English,9.454,7.3
506528,Harriet,English,18.02,7.3
407448,Detroit,English,15.286,7.3
57361,The Yellow Sea,Non-English,9.39,7.3
15392,Crossroads,English,28.656,7.3
10911,The Guns of Navarone,English,10.766,7.3
7979,The Kite Runner,English,17.436,7.3
180,Minority Report,English,19.856,7.3
508642,Gonjiam: Haunted Asylum,Non-English,90.59,7.3
1594,A Shot in the Dark,English,10.336,7.3
79120,Weekend,English,7.963,7.3
18874,Ghost in the Shell: Stand Alone Complex - Solid State Society,Non-English,10.705,7.3
21484,Possession,Non-English,18.638,7.3
614696,#Alive,Non-English,70.161,7.3
570661,The Collini Case,Non-English,8.748,7.3
381288,Split,English,110.628,7.3
360365,Tini: The New Life of Violetta,Non-English,24.95,7.3
318846,The Big Short,English,30.123,7.3
10654,Hair,English,8.857,7.3
58,Pirates of the Caribbean: Dead Man's Chest,English,158.642,7.3
362045,Bajirao Mastani,Non-English,11.094,7.3
318121,The Fundamentals of Caring,English,15.455,7.3
43641,Superman/Shazam!: The Return of Black Adam,English,55.74,7.3
24748,Hud,English,9.427,7.3
590,The Hours,English,15.501,7.3
255,Stolen Kisses,Non-English,7.906,7.3
467909,In the Heights,English,16.982,7.3
38528,Horse Fever,Non-English,5.607,7.3
11963,Three Days of the Condor,English,14.21,7.3
4543,The Meaning of Life,English,16.247,7.3
850,A Christmas Story,English,9.717,7.3
13382,Rudolph the Red-Nosed Reindeer,English,18.434,7.3
482373,Don't Breathe 2,English,211.991,7.3
403450,At War for Love,Non-English,5.636,7.3
77016,End of Watch,English,18.726,7.3
40180,Fear Over the City,Non-English,6.167,7.3
38142,5 Centimeters per Second,Non-English,38.526,7.3
15384,Red Cliff Part II,Non-English,11.255,7.3
3109,The Quiet Man,English,8.093,7.3
594,The Terminal,English,23.052,7.3
350312,Bāhubali 2: The Conclusion,Non-English,41.211,7.3
14163,Chak De! India,Non-English,7.35,7.3
13008,An American Crime,English,14.956,7.3
866,Finding Neverland,English,13.633,7.3
134,"O Brother, Where Art Thou?",English,15.658,7.3
259761,Lights Out,Non-English,4.448,7.3
169881,The Physician,English,18.149,7.3
140607,Star Wars: The Force Awakens,English,71.285,7.3
33954,Hawks and Sparrows,Non-English,8.89,7.3
10669,Deliverance,English,10.5,7.3
718789,Lightyear,English,5255.93,7.3
82690,Wreck-It Ralph,English,107.075,7.3
21956,Scooby-Doo! and the Monster of Mexico,English,32.076,7.3
9550,House of Flying Daggers,Non-English,13.271,7.3
2977,Becoming Jane,English,14.341,7.3
11368,Blood Simple,English,6.874,7.3
11230,Drunken Master,Non-English,21.767,7.3
10705,Henry V,English,8.808,7.3
114150,Pitch Perfect,English,36.335,7.3
75629,Evangelion: 3.0 You Can (Not) Redo,Non-English,23.752,7.3
65229,Tomboy,Non-English,10.657,7.3
36998,The Eighth Day,Non-English,7.577,7.3
13932,Jack-Jack Attack,English,10.6,7.3
360606,Adventures in Babysitting,English,19.863,7.3
228194,The Hundred-Foot Journey,English,12.673,7.3
26842,The Message,English,24.074,7.3
13183,Watchmen,English,54.43,7.3
587792,Palm Springs,English,18.189,7.3
306745,Freeheld,English,8.821,7.3
261470,Sorry If I Call You Love,Non-English,21.48,7.3
50848,The Names of Love,Non-English,4.83,7.3
15080,Only Yesterday,Non-English,14.718,7.3
11499,Frost/Nixon,English,9.139,7.3
560050,Over the Moon,English,64.443,7.3
34653,A Single Man,English,9.616,7.3
20246,The Stranger,English,8.163,7.3
11537,Snake in the Eagle's Shadow,Non-English,12.294,7.3
9587,Little Women,English,13.683,7.3
500006,Utøya: July 22,Non-English,15.102,7.3
205587,The Judge,English,22.314,7.3
11663,The Commitments,English,10.701,7.3
9609,Of Mice and Men,English,17.469,7.3
830,Forbidden Planet,English,14.614,7.3
121642,Twice Born,Non-English,8.184,7.3
49051,The Hobbit: An Unexpected Journey,English,112.618,7.3
8337,They Live,English,17.798,7.3
3131,Gangs of New York,English,20.277,7.3
20312,Interstate 60,English,11.055,7.3
64246,Colorful,Non-English,13.428,7.3
30497,The Texas Chain Saw Massacre,English,48.66,7.3
13189,A Christmas Carol,English,8.832,7.3
7862,The Counterfeiters,Non-English,10.657,7.3
323661,Mune: Guardian of the Moon,Non-English,15.519,7.3
2759,"The Adventures of Priscilla, Queen of the Desert",English,9.206,7.3
663870,Riders of Justice,Non-English,17.51,7.3
486947,The Guilty,Non-English,12.368,7.3
167073,Brooklyn,English,12.447,7.3
53457,Sarah's Key,Non-English,9.956,7.3
13933,One Man Band,English,8.172,7.3
197082,Venus in Fur,Non-English,8.08,7.3
57212,War Horse,English,20.389,7.3
3086,The Lady Eve,English,7.568,7.3
73624,The Man from the Future,Non-English,6.452,7.3
53486,The Family Friend,Non-English,4.739,7.3
12140,Ghost in the Shell 2: Innocence,Non-English,17.885,7.3
10312,Patch Adams,English,17.577,7.3
764,The Evil Dead,English,46.679,7.3
435577,The 12th Man,Non-English,16.073,7.3
152780,The Past,Non-English,7.926,7.3
14675,The Awful Truth,English,6.958,7.3
10938,Beautiful Thing,English,7.436,7.3
4771,Gone Baby Gone,English,11.854,7.3
1433,The Devil's Backbone,Non-English,14.286,7.3
318781,Colonia,English,14.04,7.3
58857,13 Assassins,Non-English,44.532,7.3
3176,Battle Royale,Non-English,18.919,7.3
1672,The Professional,Non-English,7.52,7.3
377,A Nightmare on Elm Street,English,49.488,7.3
407449,Lucky,English,11.324,7.3
338766,Hell or High Water,English,19.318,7.3
47653,The Immigrant,English,8.532,7.3
21348,Kirikou and the Sorceress,Non-English,9.946,7.3
17814,Assault on Precinct 13,English,10.592,7.3
2502,The Bourne Supremacy,English,26.25,7.3
330457,Frozen II,English,203.266,7.3
18785,The Hangover,English,150.976,7.3
17687,The Public Enemy,English,11.719,7.3
11072,Blazing Saddles,English,13.833,7.3
9090,"To Wong Foo, Thanks for Everything! Julie Newmar",English,15.437,7.3
552,Bread and Tulips,Non-English,6.038,7.3
512895,Lady and the Tramp,English,23.556,7.3
396263,Gantz:O,Non-English,31.831,7.3
10857,When the Wind Blows,English,10.706,7.3
10440,Manhattan Murder Mystery,English,7.894,7.3
550231,The Secret: Dare to Dream,English,15.613,7.3
508763,A Dog's Way Home,English,56.183,7.3
425373,The Miracle Season,English,26.131,7.3
119450,Dawn of the Planet of the Apes,English,94.743,7.3
49538,X-Men: First Class,English,3.269,7.3
1725,West Side Story,English,11.831,7.3
585245,Clifford the Big Red Dog,English,371.367,7.3
400617,Phantom Thread,English,17.519,7.3
360737,Center of My World,Non-English,10.52,7.3
785539,Resort to Love,English,36.291,7.3
356296,Suburra,Non-English,8.208,7.3
245842,The King's Daughter,English,62.494,7.3
191714,The Lunchbox,Non-English,7.795,7.3
122917,The Hobbit: The Battle of the Five Armies,English,176.622,7.3
39148,Dragon Ball: The Path to Power,Non-English,45.884,7.3
44264,True Grit,English,13.767,7.3
14447,A Matter of Loaf and Death,English,10.703,7.3
1491,The Illusionist,English,21.812,7.3
14621,Lean On Me,English,17.02,7.3
618355,Superman: Red Son,English,14.833,7.3
10647,Pay It Forward,English,15.611,7.3
82825,Kahaani,Non-English,5.105,7.3
11713,Fist of Fury,Non-English,21.947,7.3
6619,Death in Venice,Non-English,8.54,7.3
199,Star Trek: First Contact,English,14.899,7.3
440596,Kiss and Cry,English,14.644,7.3
99861,Avengers: Age of Ultron,English,231.981,7.3
11450,Quiz Show,English,7.778,7.3
1888,The Fortune Cookie,English,5.418,7.3
1802,La Cérémonie,Non-English,7.045,7.3
19625,Munna Bhai M.B.B.S.,Non-English,7.131,7.3
9603,Clueless,English,72.089,7.3
502425,Escape from Pretoria,English,13.101,7.3
177,The Fisher King,English,9.758,7.3
112198,What's in a Name,Non-English,6.024,7.3
21032,Balto,English,17.824,7.3
537056,Batman: Hush,English,21.859,7.3
45612,Source Code,English,40.887,7.3
859,Dangerous Liaisons,English,10.759,7.3
69735,Batman: Year One,English,10.399,7.3
11197,Evil,Non-English,12.184,7.3
612368,In the Name of the Land,Non-English,7.042,7.3
390497,Tunnel,Non-English,9.268,7.3
10112,The Aristocats,English,65.101,7.3
87,Indiana Jones and the Temple of Doom,English,33.162,7.3
259693,The Conjuring 2,English,152.866,7.3
16227,Dark Passage,English,6.59,7.3
245168,Suffragette,English,8.991,7.3
93289,Now Where Did the Seventh Company Get to?,Non-English,5.509,7.3
41662,3 Women,English,6.32,7.3
14646,Family Resemblances,Non-English,4.469,7.3
13597,Labyrinth,English,22.986,7.3
9474,My Name Is Nobody,Non-English,12.262,7.3
449674,Louis C.K. 2017,English,5.259,7.3
43361,The White Sheik,Non-English,6.652,7.3
11886,Robin Hood,English,44.608,7.3
340,Everything Is Illuminated,English,6.287,7.3
392982,Marshall,English,13.879,7.3
43920,Dog Pound,English,9.776,7.3
583903,Our Friend,English,20.174,7.3
361380,Barbie & Her Sisters in the Great Puppy Adventure,English,26.928,7.3
64956,Inception: The Cobol Job,English,10.479,7.3
61791,Rise of the Planet of the Apes,English,55.918,7.3
11868,Dracula,English,10.301,7.3
8393,The Gods Must Be Crazy,English,22.457,7.3
785663,Old Henry,English,13.922,7.3
391713,Lady Bird,English,34.119,7.3
80184,The Hidden Face,Non-English,47.286,7.3
18311,Days of Being Wild,Non-English,13.766,7.3
9325,The Jungle Book,English,94.95,7.3
594530,Lamp Life,English,24.856,7.3
324552,John Wick: Chapter 2,English,140.774,7.3
152603,Only Lovers Left Alive,English,14.847,7.3
10722,The Day of the Beast,Non-English,6.875,7.3
549053,Last Christmas,English,18.051,7.3
454983,The Kissing Booth,English,65.696,7.3
15359,Wonder Woman,English,18.669,7.3
813,Airplane!,English,22.803,7.3
246,Zatoichi,Non-English,9.075,7.3
591275,Fear Street: 1666,English,94.754,7.3
591274,Fear Street: 1978,English,123.101,7.3
15152,"OSS 117: Cairo, Nest of Spies",Non-English,8.631,7.3
12900,Conspiracy,English,12.673,7.3
6145,Fracture,English,33.457,7.3
10139,Milk,English,12.573,7.3
140212,Confession of Murder,Non-English,10.189,7.3
16085,Funny Girl,English,8.719,7.3
10795,Tell No One,Non-English,8.378,7.3
1830,Lord of War,English,41.399,7.3
1254,"Don't Worry, I'm Fine",Non-English,5.582,7.3
922,Dead Man,English,11.316,7.3
420622,Professor Marston and the Wonder Women,English,23.52,7.3
9833,The Phantom of the Opera,English,20.695,7.3
408537,The Distinguished Citizen,Non-English,8.804,7.3
70670,Headhunters,Non-English,10.662,7.3
16563,Seven Brides for Seven Brothers,English,9.789,7.3
10360,Hunger,English,10.878,7.3
8424,Love Me If You Dare,Non-English,8.195,7.3
941,Lethal Weapon,English,26.653,7.3
766,Army of Darkness,English,26.785,7.3
499932,The Devil All the Time,English,21.733,7.3
209274,Ida,Non-English,7.871,7.3
15487,The Greatest Game Ever Played,English,9.497,7.3
518671,Shéhérazade,Non-English,4.919,7.3
21641,The Damned United,English,7.4,7.3
15255,Undisputed II: Last Man Standing,English,56.891,7.3
14003,Fullmetal Alchemist the Movie: Conqueror of Shamballa,Non-English,23.572,7.3
861,Total Recall,English,27.814,7.3
837,Videodrome,English,12.142,7.3
424488,Megan Leavey,English,16.312,7.3
11305,Mystery Train,English,8.404,7.3
10086,Man Bites Dog,Non-English,6.789,7.3
581734,Nomadland,English,24.905,7.3
5548,RoboCop,English,29.421,7.3
227,The Outsiders,English,19.426,7.3
14202,The Painted Veil,English,10.165,7.3
10518,Marathon Man,English,9.517,7.3
121875,In the House,Non-English,9.501,7.3
41201,The Illusionist,Non-English,9.92,7.3
36728,Naruto Shippuden the Movie: The Will of Fire,Non-English,104.246,7.3
7340,Carrie,English,24.805,7.3
1265,Bridge to Terabithia,English,52.369,7.3
818397,Memory,English,1035.835,7.3
487491,"Fala Sério, Mãe!",Non-English,4.09,7.3
19908,Zombieland,English,87.126,7.3
9267,And Now for Something Completely Different,English,8.008,7.3
472674,The Goldfinch,English,34.548,7.3
363579,The Age of Shadows,Non-English,10.039,7.3
336845,Cleveland Abduction,English,30.575,7.3
129112,Wadjda,Non-English,5.577,7.3
68734,Argo,English,16.977,7.3
276624,I Am a Hero,Non-English,22.119,7.3
12162,The Hurt Locker,English,30.773,7.3
1716,The Last Metro,Non-English,8.962,7.3
1088,Whale Rider,English,9.607,7.3
375315,The Salesman,Non-English,11.679,7.3
300671,13 Hours: The Secret Soldiers of Benghazi,English,69.096,7.3
220289,Coherence,English,22.289,7.3
56831,The Sunset Limited,English,7.823,7.3
19913,(500) Days of Summer,English,62.545,7.3
2657,Pleasantville,English,14.937,7.3
453278,The Rider,English,8.304,7.3
374205,One Piece Film: GOLD,Non-English,103.399,7.3
671583,Upside-Down Magic,English,71.498,7.3
109445,Frozen,English,135.79,7.3
66125,Red Dog,English,15.917,7.3
385128,F9,English,238.641,7.3
17159,Eddie Murphy Raw,English,6.916,7.3
11986,Betty Blue,Non-English,14.866,7.3
11035,Roma,Non-English,9.176,7.3
8374,The Boondock Saints,English,15.451,7.3
1850,Man on the Moon,English,9.275,7.3
979,Irreversible,Non-English,32.829,7.3
618353,Batman: Death in the Family,English,70.9,7.3
1262,Stranger Than Fiction,English,8.971,7.3
436,Maria Full of Grace,Non-English,8.864,7.3
345920,Collateral Beauty,English,29.826,7.3
329819,Standing Tall,Non-English,4.583,7.3
198277,Begin Again,English,13.722,7.3
12614,Victor/Victoria,English,8.219,7.3
10149,Smoke,English,8.812,7.3
8923,Green Street Hooligans,English,14.794,7.3
509,Notting Hill,English,22.352,7.3
449924,Ip Man 4: The Finale,Non-English,18.619,7.3
417678,"Everything, Everything",English,30.059,7.3
50646,"Crazy, Stupid, Love.",English,32.858,7.3
18947,The Boat That Rocked,English,10.733,7.3
5590,Donkey Skin,Non-English,9.374,7.3
364689,Ferdinand,English,59.9,7.3
451,Leaving Las Vegas,English,18.861,7.3
403,Driving Miss Daisy,English,13.964,7.3
613504,After We Collided,English,239.275,7.3
1598,Cape Fear,English,13.44,7.3
323677,Race,English,10.05,7.3
51497,Fast Five,English,16.443,7.3
45958,Biutiful,Non-English,6.074,7.3
393624,Official Secrets,English,13.217,7.2
112949,Safe Haven,English,11.647,7.2
57447,The House of the Laughing Windows,Non-English,5.934,7.2
44018,Vagabond,Non-English,8.288,7.2
35690,The Last Song,English,18.45,7.2
11929,Dolores Claiborne,English,11.783,7.3
2270,Stardust,English,18.727,7.2
504,Monster,English,19.244,7.2
399055,The Shape of Water,English,37.864,7.2
14320,Great Expectations,English,9.135,7.2
11109,Vera Drake,English,7.448,7.2
493922,Hereditary,English,50.529,7.2
317557,Queen of Katwe,English,9.535,7.2
76543,Tyrannosaur,English,5.63,7.2
34433,Dragon Ball Z: Broly – The Legendary Super Saiyan,Non-English,256.092,7.2
2609,"Planes, Trains and Automobiles",English,10.917,7.2
557,Spider-Man,English,122.994,7.2
475215,Mirai,Non-English,52.562,7.2
297762,Wonder Woman,English,76.675,7.2
15196,Clue,English,22.152,7.2
250480,The Many Adventures of Winnie the Pooh,English,40.268,7.2
16436,North Face,Non-English,7.404,7.2
168259,Furious 7,English,105.399,7.2
38684,Jane Eyre,English,11.779,7.2
2277,Bicentennial Man,English,19.273,7.2
1278,The Dreamers,English,27.236,7.2
27275,G.O.R.A.,Non-English,7.601,7.2
19597,The Hedgehog,Non-English,8.98,7.2
16907,Naruto: Ninja Clash in the Land of Snow,Non-English,57.921,7.2
11020,Picnic at Hanging Rock,English,8.32,7.2
10617,Once Upon a Time in China,Non-English,9.472,7.2
2654,In the Mouth of Madness,English,16.326,7.2
67884,Chinese Take-Away,Non-English,8.032,7.2
11577,Pat Garrett & Billy the Kid,English,13.706,7.2
459,Sissi: The Fateful Years of an Empress,Non-English,10.9,7.2
475946,Blade Runner: Black Out 2022,English,12.919,7.2
17111,Shutter,Non-English,39.394,7.2
10452,Queen Margot,Non-English,11.395,7.2
9078,The Sword in the Stone,English,64.383,7.2
5506,The Ladykillers,English,8.686,7.2
2576,The Diary of Anne Frank,English,18.242,7.2
761,The Wing or the Thigh?,Non-English,11.812,7.2
618354,Superman: Man of Tomorrow,English,30.865,7.2
401104,To the Bone,English,16.123,7.2
259954,5 to 7,English,7.213,7.2
42979,Robot Chicken: Star Wars,English,10.66,7.2
18320,The Young Victoria,English,14.95,7.2
18183,Like Water for Chocolate,Non-English,24.905,7.2
16136,Juice,English,11.886,7.2
10397,Angela's Ashes,English,12.453,7.2
10009,Brother Bear,English,97.86,7.2
12762,Broadway Danny Rose,English,7.363,7.2
5825,National Lampoon's Christmas Vacation,English,15.369,7.2
3543,Bagdad Cafe,Non-English,7.355,7.2
1878,Fear and Loathing in Las Vegas,English,16.68,7.2
1420,Breakfast on Pluto,English,9.77,7.2
258230,A Monster Calls,English,54.144,7.2
34070,Songs from the Second Floor,Non-English,6.003,7.2
2014,The Edge of Heaven,Non-English,6.408,7.2
1640,Crash,English,16.253,7.2
297,Meet Joe Black,English,36.098,7.2
346364,It,English,95.827,7.2
11209,The Alamo,English,11.583,7.2
446696,Life Itself,English,11.784,7.2
338189,It's Only the End of the World,Non-English,17.222,7.2
244403,Rudderless,English,7.282,7.2
11044,Arizona Dream,English,7.276,7.2
8844,Jumanji,English,22.658,7.2
60308,Moneyball,English,19.91,7.2
11773,Village of the Damned,English,9.28,7.2
10501,The Road to El Dorado,English,49.972,7.2
1572,Die Hard: With a Vengeance,English,34.76,7.2
489925,Eighth Grade,English,11.671,7.2
465136,Every Day,English,31.327,7.2
2771,American Splendor,English,5.611,7.2
285,Pirates of the Caribbean: At World's End,English,159.732,7.2
372519,The Ten Commandments: The Movie,Non-English,54.885,7.2
298115,Dragons: Dawn Of The Dragon Racers,English,57.642,7.2
20345,The Bird with the Crystal Plumage,Non-English,6.646,7.2
10886,The Unknown Woman,Non-English,7.473,7.2
6537,The Orphanage,Non-English,36.139,7.2
7913,Rang De Basanti,Non-English,8.472,7.2
506,Marnie,English,13.952,7.2
577922,Tenet,English,75.61,7.2
130925,Partysaurus Rex,English,12.886,7.2
20367,Detour,English,8.206,7.2
14047,The Great Debaters,English,9.267,7.2
13283,Barbie as the Island Princess,English,43.597,7.2
10693,Peter Pan,English,72.012,7.2
404368,Ralph Breaks the Internet,English,92.997,7.2
10860,Steel Magnolias,English,11.311,7.2
1818,Shoot the Piano Player,Non-English,7.867,7.2
519141,Matthias & Maxime,Non-English,12.735,7.2
11951,Vanishing Point,English,10.332,7.2
11330,Pusher 3,Non-English,7.892,7.2
321528,Batman vs. Robin,English,16.831,7.2
16520,The King and I,English,13.447,7.2
10421,War of the Buttons,Non-English,5.095,7.2
366924,Batman: Bad Blood,English,20.327,7.2
20352,Despicable Me,English,162.569,7.2
6978,Big Trouble in Little China,English,21.039,7.2
522478,Peter Rabbit 2: The Runaway,English,130.318,7.2
296098,Bridge of Spies,English,15.705,7.2
156022,The Equalizer,English,77.937,7.2
29005,McCabe & Mrs. Miller,English,6.949,7.2
25205,The Concert,Non-English,8.07,7.2
515916,Girl,Non-English,14.475,7.2
370964,I Am Dragon,Non-English,14.612,7.2
12622,Violent Cop,Non-English,8.718,7.2
10511,In America,English,6.588,7.2
623,A Fish Called Wanda,English,14.45,7.2
520736,Loro 2,Non-English,4.737,7.2
72570,The Vow,English,29.344,7.2
34134,Barbie in A Mermaid Tale,English,51.31,7.2
778730,Crazy About Her,Non-English,27.672,7.2
213121,Toy Story of Terror!,English,1.974,7.2
6037,Murder by Death,English,10.997,7.2
13156,Secondhand Lions,English,12.524,7.2
12598,Jo,Non-English,7.518,7.2
2567,The Aviator,English,25.068,7.2
1857,The Transformers: The Movie,English,11.883,7.2
1367,Rocky II,English,36.887,7.2
639933,The Northman,English,949.779,7.2
37136,The Naked Gun: From the Files of Police Squad!,English,22.904,7.2
479226,The Purity of Vengeance,Non-English,9.301,7.2
348657,Woman at War,Non-English,5.945,7.2
558,Spider-Man 2,English,37.736,7.2
818750,The In Between,English,191.054,7.2
241863,As the Gods Will,Non-English,25.136,7.2
547016,The Old Guard,English,21.039,7.2
519035,Nappily Ever After,English,7.621,7.2
407655,A Cinderella Story: If the Shoe Fits,English,45.587,7.2
33511,Nowhere Boy,English,7.569,7.2
10772,Django,Non-English,11.561,7.2
595671,Never Rarely Sometimes Always,English,10.201,7.2
436343,On Body and Soul,Non-English,7.285,7.2
44874,Barbie: A Fashion Fairytale,English,61.415,7.2
9576,Tootsie,English,14.926,7.2
5902,A Bridge Too Far,English,13.679,7.2
436391,The Battleship Island,Non-English,26.637,7.2
