id,title,original_language,popularity,vote_average
258363,Desierto,English,12.909,6.1
38289,Eccezzziunale... veramente,Non-English,5.22,6.1
10641,Autumn in New York,English,11.058,6.1
9955,Blades of Glory,English,13.745,6.1
2575,The Tailor of Panama,English,9.801,6.1
446807,The Girl in the Spider's Web,English,25.292,6.1
432301,Chappaquiddick,English,8.82,6.1
262504,Allegiant,English,43.228,6.1
72358,A Thousand Words,English,30.354,6.1
12526,Bug,English,7.181,6.1
7288,Duplex,English,8.799,6.1
60672,Crimson Rivers II: Angels of the Apocalypse,Non-English,21.415,6.1
10929,Willard,English,7.63,6.1
317744,Careful What You Wish For,English,12.763,6.1
190955,Blood Ties,English,25.652,6.1
14128,Cinderella II: Dreams Come True,English,73.88,6.1
496743,Aniara,Non-English,10.313,6.1
254904,The November Man,English,18.611,6.1
21752,If I Were You 2,Non-English,5.856,6.1
11228,Daylight,English,18.723,6.1
6341,Blue Thunder,English,14.751,6.1
434203,Newness,English,24.564,6.1
410199,ARQ,English,17.511,6.1
53182,300: Rise of an Empire,English,60.058,6.1
41664,Fantozzi Retires,Non-English,4.924,6.1
11983,Proof of Life,English,12.291,6.1
10720,Down with Love,English,9.477,6.1
437670,Suck Me Shakespeer 3,Non-English,10.334,6.1
424121,Apostle,English,14.734,6.1
331313,Keeping Up with the Joneses,English,14.096,6.1
109418,Grown Ups 2,English,133.198,6.1
77951,Walking with Dinosaurs,English,49.697,6.1
611914,The Courier,English,25.968,6.1
369894,Wakefield,English,10.574,6.1
10832,Them,Non-English,9.458,6.1
787298,Squared Love,Non-English,17.351,6.1
442062,Goosebumps 2: Haunted Halloween,English,56.575,6.1
419704,Ad Astra,English,15.867,6.1
143049,Adult World,English,19.502,6.1
12157,Green Card,English,9.31,6.1
9610,Conan the Destroyer,English,24.082,6.1
404733,Overdrive,English,31.085,6.1
140222,Love and Honor,English,8.103,6.1
43939,I'm Still Here,English,8.101,6.1
11858,Renaissance Man,English,8.459,6.1
10025,Just My Luck,English,14.112,6.1
274855,Geostorm,English,51.047,6.1
170354,The Unlikely Prince,Non-English,7.535,6.1
48171,The Rite,English,26.549,6.1
21788,Trouble at Timpetill,Non-English,4.853,6.1
14059,Snow Buddies,English,12.316,6.1
11357,Halloween 4: The Return of Michael Myers,English,45.834,6.1
10781,The Texas Chainsaw Massacre: The Beginning,English,74.679,6.1
399031,Happy End,Non-English,10.627,6.1
296100,The Night Before,English,14.13,6.1
81393,12 Dates of Christmas,English,8.508,6.1
15577,Crossing Over,English,12.318,6.1
10396,Tequila Sunrise,English,8.949,6.1
438347,Wedding Unplanned,Non-English,5.709,6.1
59981,Legends of Oz: Dorothy's Return,English,13.794,6.1
27621,The Cheetah Girls: One World,English,10.214,6.1
5852,Angel Eyes,English,11.607,6.1
800497,Werewolves Within,English,69.8,6.1
680028,Centigrade,English,9.016,6.1
8884,Franklyn,English,7.796,6.1
569814,Rebels,Non-English,4.853,6.1
301334,Una,English,6.454,6.1
33909,Wall Street: Money Never Sleeps,English,19.68,6.1
6552,Idle Hands,English,8.767,6.1
595148,Irresistible,English,17.126,6.1
578908,Bad Trip,English,73.507,6.1
454294,The Kid Who Would Be King,English,22.499,6.1
10395,Wolf,English,14.944,6.1
2768,American Gigolo,English,11.793,6.1
426543,The Nutcracker and the Four Realms,English,28.681,6.1
262841,Monster Trucks,English,37.124,6.1
50204,Burke & Hare,English,8.945,6.1
8409,A Man Apart,English,16.423,6.1
400547,Hurricane Bianca,English,5.604,6.1
272435,Gemma Bovery,Non-English,8.819,6.1
27022,The Sorcerer's Apprentice,English,37.994,6.1
25769,Carriers,English,104.395,6.1
10908,Inferno,English,15.149,6.1
10411,The Distinguished Gentleman,English,4.465,6.1
10185,The Midnight Meat Train,English,10.124,6.1
19959,Surrogates,English,12.882,6.1
9455,The Corruptor,English,9.347,6.1
316023,Mike and Dave Need Wedding Dates,English,22.002,6.1
219572,Police Story: Lockdown,Non-English,12.401,6.1
57201,The Lone Ranger,English,44.603,6.1
29425,The Crazies,English,7.127,6.1
21972,Like Mike,English,15.056,6.1
12590,Below,English,9.834,6.1
11351,Jeepers Creepers 2,English,105.53,6.1
9546,Ricochet,English,8.476,6.1
9257,S.W.A.T.,English,28.598,6.1
7303,Maid in Manhattan,English,18.556,6.1
532710,Firestarter,English,31.87,6.1
279690,He Never Died,English,7.267,6.1
261392,American Ultra,English,23.453,6.1
192102,3 Days to Kill,English,19.21,6.1
81446,The Baytown Outlaws,English,18.696,6.1
59429,Paranormal Activity: Tokyo Night,Non-English,48.352,6.1
15657,Tarzan II,English,20.851,6.1
2665,Airplane II: The Sequel,English,11.559,6.1
13944,Passengers,English,9.939,6.1
10208,Muppets from Space,English,9.167,6.1
701175,The Paramedic,Non-English,11.603,6.1
567970,Lost Girls,English,10.803,6.1
63493,The Ledge,English,10.712,6.1
37861,Valhalla Rising,English,9.517,6.1
20850,Ilsa: She Wolf of the SS,English,10.103,6.1
10516,The Gendarme and the Creatures from Outer Space,Non-English,9.05,6.1
10153,Sphere,English,10.313,6.1
486070,Blessed Madness,Non-English,5.759,6.1
11966,Short Circuit 2,English,13.179,6.1
10623,Cradle 2 the Grave,English,19.54,6.1
1698,Anatomy,Non-English,8.044,6.1
30127,The Invisible Woman,Non-English,4.835,6.1
10345,K-9,English,11.806,6.1
1644,The Vanishing,English,11.77,6.1
79433,Ronal the Barbarian,Non-English,11.847,6.1
24913,April Fool's Day,English,7.835,6.1
24102,The Land Before Time VII: The Stone of Cold Fire,English,9.692,6.1
2057,Original Sin,English,23.824,6.1
1620,Hitman,English,30.383,6.1
531503,Point Blank,English,13.964,6.1
500634,6 Balloons,English,9.739,6.1
308453,The Bronze,English,7.741,6.1
17337,The Land Before Time VI: The Secret of Saurus Rock,English,11.3,6.1
2212,Nightwatch,English,9.007,6.1
183,The Wizard,English,6.88,6.1
523936,Meander,Non-English,176.286,6.1
270919,Number One Fan,Non-English,4.433,6.1
21349,Anywhere but Here,English,7.05,6.1
15648,The Perfect Man,English,10.319,6.1
519106,The Trouble with You,Non-English,7.18,6.1
184345,A Haunted House 2,English,84.699,6.1
65599,The Woman,English,10.017,6.1
12088,Fortress,English,10.171,6.1
9103,The Quest,English,15.419,6.1
8067,A Life Less Ordinary,English,9.317,6.1
13490,Welcome Home Roscoe Jenkins,English,10.687,6.1
13282,Death Race 2000,English,13.041,6.1
13168,Smiley Face,English,8.584,6.1
12538,Senseless,English,12.819,6.1
10442,So I Married an Axe Murderer,English,8.803,6.1
8130,Desperately Seeking Susan,English,12.433,6.1
345922,Fist Fight,English,20.503,6.1
127521,6 Bullets,English,31.445,6.1
9415,Murder at 1600,English,13.129,6.1
4967,Keeping the Faith,English,7.097,6.1
1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,English,16.055,6.1
520663,The Woman in the Window,English,23.639,6.1
263341,"Crouching Tiger, Hidden Dragon: Sword of Destiny",English,17.283,6.1
10003,The Saint,English,15.011,6.1
35056,Date Night,English,28.514,6.1
9029,What Happens in Vegas,English,17.61,6.1
951,Kindergarten Cop,English,10.7,6.1
291356,In a Valley of Violence,English,13.597,6.1
11082,The Seventh Sign,English,18.93,6.1
9286,Final Destination 3,English,72.458,6.1
300681,Replicas,English,20.55,6.1
14043,Nancy Drew,English,10.989,6.1
11379,The Adventures of Buckaroo Banzai Across the 8th Dimension,English,11.788,6.1
383709,Wonderstruck,English,14.558,6.1
336004,Heist,English,22.75,6.1
55779,Final Destination 5,English,63.125,6.1
38073,Going the Distance,English,8.792,6.1
467248,Bring It On: Worldwide #Cheersmack,English,32.237,6.1
342521,Keanu,English,16.795,6.1
335988,Transformers: The Last Knight,English,100.787,6.1
520331,Let Me Introduce You To Sofia,Non-English,5.517,6.1
341689,How to Talk to Girls at Parties,English,10.046,6.1
4970,Gothika,English,25.513,6.1
328595,Parallels,English,6.204,6.1
27526,The Crossing Guard,English,7.983,6.1
44977,Dhoom 3,Non-English,10.046,6.1
35791,Resident Evil: Afterlife,English,3.24,6.1
415132,Ares,Non-English,5.88,6.1
15189,Hotel for Dogs,English,14.91,6.1
10128,Alien Nation,English,8.079,6.1
278154,Ice Age: Collision Course,English,60.074,6.1
9910,Two for the Money,English,10.498,6.1
680593,The Dark and the Wicked,English,8.762,6.1
509730,The Queen's Corgi,English,16.168,6.0
395814,Rememory,English,10.629,6.1
300153,Life,English,7.298,6.1
14871,Make It Happen,English,5.907,6.1
14636,The Condemned,English,35.915,6.1
670428,Psycho Goreman,English,47.778,6.1
366514,Up for Love,Non-English,8.681,6.1
126889,Alien: Covenant,English,80.144,6.1
59108,Tower Heist,English,35.984,6.1
46503,All Good Things,English,11.978,6.1
13595,Airheads,English,10.757,6.1
10663,The Waterboy,English,15.486,6.1
9298,Ali G Indahouse,English,13.481,6.1
4806,Runaway Bride,English,14.958,6.1
54113,The Swan Princess: Escape from Castle Mountain,English,12.763,6.1
9416,Money Talks,English,10.49,6.1
6520,First Knight,English,11.049,6.1
134411,Snitch,English,18.577,6.1
77805,Lovelace,English,19.394,6.1
64807,Grudge Match,English,22.063,6.1
10022,The Pacifier,English,30.077,6.1
228165,The SpongeBob Movie: Sponge Out of Water,English,70.6,6.0
10489,Cujo,English,25.451,6.1
6217,Cat People,English,8.878,6.1
294793,All the Old Knives,English,199.397,6.0
11979,Queen of the Damned,English,19.011,6.0
417643,In Darkness,English,10.293,6.0
290764,Tracers,English,38.009,6.0
253687,Smart Ass,Non-English,4.728,6.0
56339,Whatsoeverly,Non-English,5.578,6.0
36670,Never Say Never Again,English,15.155,6.0
2791,The Chronicles of Riddick: Dark Fury,English,3.652,6.0
539181,Relic,English,10.834,6.0
232572,A Walk in the Woods,English,14.685,6.0
44040,Devil,English,25.31,6.0
39345,Casper Meets Wendy,English,11.407,6.0
427989,Poveri ma ricchi,Non-English,6.136,6.0
249660,God's Not Dead,English,38.672,6.0
39210,Somewhere,English,7.929,6.0
13079,The Life Before Her Eyes,English,6.186,6.0
11857,Orange County,English,11.018,6.1
315837,Ghost in the Shell,English,48.256,6.0
50321,Mars Needs Moms,English,26.929,6.0
462148,Love Addict,Non-English,8.24,6.0
14424,Sex and Death 101,English,16.577,6.0
410314,A Wish for Christmas,English,7.219,6.0
48572,Red State,English,10.501,6.0
9637,Scooby-Doo,English,120.758,6.0
335866,Circle,English,11.008,6.0
295832,Unique Brothers,Non-English,4.845,6.0
254194,Starry Eyes,English,8.509,6.0
785752,Intrusion,English,86.177,6.0
88751,Journey to the Center of the Earth,English,38.942,6.0
58626,The Hit List,English,9.692,6.0
9594,Double Impact,English,36.225,6.0
8284,The Limits of Control,English,6.282,6.0
283726,The New Girlfriend,Non-English,8.056,6.0
13910,Death Defying Acts,English,7.186,6.0
8989,Harry and the Hendersons,English,11.913,6.0
44603,Hereafter,English,10.273,6.0
4482,French Twist,Non-English,6.63,6.0
152760,The Monuments Men,English,24.535,6.0
41505,6 Souls,English,12.232,6.0
11024,Scooby-Doo 2: Monsters Unleashed,English,46.724,6.0
630586,Wrong Turn,English,124.151,6.0
608195,Ghosts of War,English,45.006,6.0
605735,10 Days Without Mum,Non-English,8.359,6.0
9948,The Fox and the Hound 2,English,67.824,6.0
849,Krull,English,8.226,6.0
527261,The Silence,English,35.51,6.0
146229,Kristy,English,13.359,6.0
76494,What to Expect When You're Expecting,English,19.385,6.0
13252,Cleaner,English,12.435,6.0
13186,Wrong Turn 2: Dead End,English,112.038,6.0
12834,Leaves of Grass,English,7.558,6.0
12122,Village of the Damned,English,21.945,6.0
7520,Cocktail,English,21.186,6.0
2268,The Golden Compass,English,28.052,6.0
351964,The Escort,English,33.803,6.0
207932,Inferno,English,29.42,6.0
76544,Man of Tai Chi,English,32.111,6.0
12220,The Story of Us,English,8.095,6.0
10533,The Scarlet Letter,English,14.774,6.0
10353,The Visitors II: The Corridors of Time,Non-English,11.106,6.0
9208,Broken Arrow,English,13.433,6.0
6623,The Peacemaker,English,12.382,6.0
4283,Primeval,English,27.838,6.0
548473,Color Out of Space,English,24.75,6.0
509874,Lying and Stealing,English,18.399,6.0
216282,Into the Storm,English,47.495,6.0
162903,The Fifth Estate,English,8.09,6.0
52587,We Are the Night,Non-English,8.287,6.0
13477,When in Rome,English,9.241,6.0
11588,The I Inside,English,8.676,6.0
10137,Stuart Little,English,67.897,6.0
8973,Lord of Illusions,English,10.46,6.0
1410,Dark Star,English,10.03,6.0
60405,Sharpay's Fabulous Adventure,English,20.851,6.0
26691,Neuilly Yo Mama!,Non-English,6.274,6.0
13203,Son in Law,English,7.588,6.0
11099,The Final Cut,English,9.872,6.0
10424,Jennifer Eight,English,7.181,6.0
6346,The Chamber,English,11.324,6.0
228968,Kidnapping Mr. Heineken,English,21.168,6.0
172391,Khumba,English,16.896,6.0
363126,Berlin Syndrome,English,16.863,6.0
9397,Evolution,English,15.829,6.0
1738,Next,English,15.938,6.0
354110,Forsaken,English,9.75,6.0
9997,Gabriel,English,13.387,6.0
4961,Mimic,English,16.536,6.0
602518,Il signor Diavolo,Non-English,5.475,6.0
201086,Cuban Fury,English,8.599,6.0
106021,Erased,English,12.105,6.0
13937,Raising Cain,English,7.6,6.0
10724,Firefox,English,11.752,6.0
6917,The Gate,English,9.435,6.0
785516,Stuck Together,Non-English,16.677,6.0
309242,Mississippi Grind,English,10.257,6.0
272692,The Possession of Michael King,English,19.021,6.0
103620,Maniac,English,8.898,6.0
10544,Ned Kelly,English,8.299,6.0
353069,Mother's Day,English,10.858,6.0
258509,Alvin and the Chipmunks: The Road Chip,English,45.695,6.0
534,Terminator Salvation,English,82.279,6.0
166271,Haunter,English,9.764,6.0
10765,Private Benjamin,English,17.485,6.0
10555,Shark Tale,English,55.058,6.0
292040,Spooks: The Greater Good,English,21.29,6.0
209249,The Love Punch,English,6.532,6.0
116811,Berberian Sound Studio,English,6.2,6.0
34583,The Final,English,31.086,6.0
13683,Tarzan & Jane,English,17.262,6.0
487083,Paradise Hills,English,15.108,6.0
76285,Percy Jackson: Sea of Monsters,English,42.172,6.0
31203,Little Nicholas,Non-English,10.737,6.0
10186,The Rocker,English,9.772,6.0
10157,Police Academy 2: Their First Assignment,English,34.82,6.0
8866,The Truth About Cats & Dogs,English,8.113,6.0
3563,I Now Pronounce You Chuck & Larry,English,18.983,6.0
718400,The Vanished,English,14.671,6.0
542224,Gretel & Hansel,English,13.491,6.0
502292,The Last Summer,English,22.652,6.0
13997,Black Sheep,English,10.206,6.0
4515,Lions for Lambs,English,11.065,6.0
62213,Dark Shadows,English,44.0,6.0
49013,Cars 2,English,122.028,6.0
458305,Vivarium,English,207.506,6.0
205588,Our Kind of Traitor,English,10.737,6.0
64689,Killing Them Softly,English,12.486,6.0
37770,Fantozzi to the Rescue,Non-English,4.855,6.0
10478,Tin Cup,English,7.505,6.0
352492,XOXO,English,16.535,6.0
10199,The Tale of Despereaux,English,19.359,6.0
555974,Brahms: The Boy II,English,29.249,6.0
406761,Hotel Artemis,English,19.512,6.0
9266,Blue Crush,English,11.815,6.0
6466,Freddy vs. Jason,English,63.891,6.0
1969,Bandidas,English,11.151,6.0
928381,Restless,Non-English,200.943,6.0
320288,Dark Phoenix,English,70.594,6.0
508018,The Warning,Non-English,10.927,6.0
44894,I Love You in Every Language in the World,Non-English,6.287,6.0
32293,The Cheetah Girls,English,10.376,6.0
11133,Poltergeist II: The Other Side,English,22.378,6.0
10833,Heartbreakers,English,14.698,6.0
1252,Lonely Hearts,English,8.172,6.0
215211,Grace of Monaco,English,9.115,6.0
23048,Hot Tub Time Machine,English,15.069,6.0
10640,Futureworld,English,13.796,6.0
133805,Carrie,English,30.755,6.0
458005,Zoe,English,9.313,6.0
333348,Love the Coopers,English,11.239,6.0
73108,Teen Spirit,English,8.595,6.0
66129,The Tuche Family,Non-English,10.182,6.0
18239,The Twilight Saga: New Moon,English,113.915,6.0
7511,The Last Kiss,English,7.16,6.0
617505,Hubie Halloween,English,14.87,6.0
429415,Extinction,English,26.416,6.0
133931,Zambezia,English,19.712,6.0
1636,Bedazzled,English,19.811,6.0
663866,Censor,English,11.191,6.0
333381,Return to Sender,English,13.95,6.0
157353,Transcendence,English,19.602,6.0
15092,Crank: High Voltage,English,110.485,6.0
14400,The Heir Apparent: Largo Winch,Non-English,9.481,6.0
13888,Return to the Blue Lagoon,English,23.232,6.0
13700,Home on the Range,English,51.203,6.0
11915,The Gendarme and the Gendarmettes,Non-English,10.84,6.0
60304,Hansel & Gretel: Witch Hunters,English,77.835,6.0
11678,Vertical Limit,English,30.694,6.0
10349,The Dark Half,English,7.237,6.0
457955,The Night Eats the World,Non-English,15.777,6.0
9874,Cobra,English,36.958,6.0
28302,The Swan Princess: The Mystery of the Enchanted Kingdom,English,10.746,6.0
22172,Street Trash,English,6.047,6.0
11675,Halloween H20: 20 Years Later,English,20.826,6.0
588001,Despite Everything,Non-English,10.934,6.0
34729,Our Lips Are Sealed,English,7.472,6.0
28211,Chloe,English,19.583,6.0
12110,Dracula: Dead and Loving It,English,12.964,6.0
487702,F*&% the Prom,English,9.082,6.0
311667,Manhattan Night,English,10.265,6.0
289727,The Rewrite,English,10.266,6.0
37652,Didier,Non-English,8.621,6.0
13006,Split Second,English,13.919,6.0
9096,Medicine Man,English,7.225,6.0
11847,The Accidental Spy,Non-English,6.87,6.0
614427,Three Perfect Daughters,Non-English,4.793,6.0
602609,Good Sam,English,7.145,6.0
496704,Tremors: A Cold Day in Hell,English,32.69,6.0
346709,Line of Duty,English,27.806,6.0
312791,GirlHouse,English,7.551,6.0
25968,Veronika Decides to Die,English,6.952,6.0
475928,School's Out,Non-English,6.104,6.0
222899,About Last Night,English,12.917,6.0
11052,Yu-Gi-Oh! The Movie,English,30.812,6.0
1884,The Ewok Adventure,English,12.855,6.0
220286,Grand Piano,English,6.986,6.0
188161,A Million Ways to Die in the West,English,25.782,6.0
55465,A Very Harold & Kumar Christmas,English,16.864,6.0
18890,We're Back! A Dinosaur's Story,English,10.426,6.0
5559,Bee Movie,English,62.987,6.0
344041,Standoff,English,16.696,6.0
80038,Friends with Kids,English,9.278,6.0
58013,La banda dei Babbi Natale,Non-English,5.873,6.0
9005,The Ice Harvest,English,7.059,6.0
6068,Six Days Seven Nights,English,18.586,6.0
531306,Rim of the World,English,19.647,6.0
355506,Siren,English,24.177,6.0
242095,The Signal,English,23.646,6.0
43211,7 Kilos in 7 Days,Non-English,5.885,6.0
2539,Spanglish,English,12.322,6.0
2370,Topaz,English,7.38,6.0
460019,Truth or Dare,English,64.52,6.0
455236,Accident Man,English,15.412,6.0
41439,Saw 3D,English,46.693,6.0
10922,The Human Stain,English,12.667,6.0
483202,Eli,English,22.011,6.0
77883,The Possession,English,15.981,6.0
35626,Return to Sleepaway Camp,English,9.158,6.0
14451,Dead Snow,Non-English,23.813,6.0
4256,Scary Movie 3,English,88.916,6.0
2067,Mission to Mars,English,12.866,6.0
518158,Leprechaun Returns,English,31.732,6.0
517909,The Laundromat,English,11.409,6.0
18147,Unaccompanied Minors,English,8.205,6.0
8975,The Marine,English,21.663,6.0
121734,"Tad, the Lost Explorer",Non-English,54.414,6.0
13654,101 Dalmatians II: Patch's London Adventure,English,56.905,6.0
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,English,48.547,6.0
11077,Problem Child,English,22.814,6.0
479455,Men in Black: International,English,51.689,6.0
443319,Phoenix Forgotten,English,11.606,6.0
347984,6 Days,English,12.436,6.0
50725,Take Me Home Tonight,English,15.132,6.0
23827,Paranormal Activity,English,61.415,6.0
11777,I.Q.,English,7.003,6.0
785985,The Takedown,Non-English,359.044,6.0
442249,The First Purge,English,95.131,6.0
121824,Stand Up Guys,English,7.97,6.0
25602,Ninja,English,22.025,6.0
19384,Dark Angel,English,15.47,6.0
9946,End of Days,English,19.93,6.0
6935,Yamakasi,Non-English,9.314,6.0
168055,Love Is in the Air,Non-English,8.385,6.0
119283,Parker,English,48.258,6.0
86597,The Tall Man,English,9.434,6.0
840882,The Weekend Away,English,174.348,6.0
243442,Un fantastico via vai,Non-English,4.957,6.0
168138,The Last Days,Non-English,6.639,6.0
11452,National Lampoon's Van Wilder,English,16.409,6.0
551238,D-Railed,English,10.049,6.0
293767,Billy Lynn's Long Halftime Walk,English,18.392,6.0
109491,Beautiful Creatures,English,20.084,6.0
97051,Would You Rather,English,14.087,6.0
10990,Mulholland Falls,English,11.007,6.0
9989,Antitrust,English,10.913,6.0
918,Blind Date,English,11.295,6.0
818,Austin Powers in Goldmember,English,22.437,6.0
533642,Child's Play,English,48.262,6.0
257091,Get Hard,English,19.205,6.0
76640,The Last Stand,English,13.828,6.0
10433,Mad Dog and Glory,English,8.559,6.0
9893,Sleepover,English,11.178,6.0
8850,The Shadow,English,10.852,6.0
615658,Awake,English,101.202,6.0
503619,The Package,English,26.165,6.0
38780,Rampage,English,16.147,6.0
6472,Guarding Tess,English,9.388,6.0
740925,No One Gets Out Alive,English,113.203,6.0
247218,A Boss in the Living Room,Non-English,5.912,6.0
10547,The Arrival,English,10.784,6.0
5820,The Sentinel,English,19.337,6.0
157099,Better Living Through Chemistry,English,9.344,6.0
14628,Fletch Lives,English,6.732,6.0
9449,The Borrowers,English,9.554,6.0
9279,Jingle All the Way,English,18.105,6.0
9268,Eraser,English,25.559,6.0
423949,Unicorn Store,English,12.062,6.0
74944,War of the Buttons,Non-English,5.088,6.0
11595,Another 48 Hrs.,English,7.913,6.0
446131,Madame,English,9.778,6.0
413857,Tragedy Girls,English,7.265,6.0
266647,Pan,English,19.283,6.0
157351,The Truth About Emanuel,English,7.131,6.0
501979,Bill & Ted Face the Music,English,17.337,6.0
290555,Wolves,English,11.486,6.0
244610,The Den,English,7.115,6.0
49730,Red Riding Hood,English,33.883,6.0
37821,Killers,English,28.379,6.0
20606,Doghouse,English,6.88,6.0
9493,Twins,English,21.198,6.0
353569,Table 19,English,11.078,6.0
311324,The Great Wall,English,64.003,6.0
183662,Crush,English,18.996,6.0
158907,Breathe In,English,8.812,6.0
66118,Case départ,Non-English,5.565,6.0
22821,The Boondock Saints II: All Saints Day,English,10.858,6.0
13092,How to Lose Friends & Alienate People,English,10.383,6.0
454699,Monster Family,English,19.153,6.0
431075,Polaroid,English,23.554,6.0
23488,Dorian Gray,English,14.542,6.0
11479,"Little Indian, Big City",Non-English,8.907,6.0
8831,Timecop,English,11.565,6.0
334527,Criminal Activities,English,15.195,6.0
253626,Good Kill,English,15.415,6.0
48340,Sanctum,English,57.272,6.0
4858,The Invasion,English,18.45,6.0
502074,Sconnessi,Non-English,6.164,6.0
9569,Hard to Kill,English,12.865,6.0
9466,Celebrity,English,11.206,6.0
1901,In Good Company,English,6.629,6.0
354251,Southbound,English,10.192,6.0
286521,5 Flights Up,English,7.877,6.0
174323,G.B.F.,English,0.6,6.0
138697,Don Jon,English,30.837,6.0
25523,The Ghost of Lord Farquaad,English,11.221,6.0
501395,True History of the Kelly Gang,English,9.129,6.0
74945,War of the Buttons,Non-English,6.251,6.0
64635,Total Recall,English,48.264,6.0
9564,Asterix & Obelix Take on Caesar,Non-English,22.832,6.0
175116,Out of the Blue,Non-English,5.442,6.0
5966,Along Came Polly,English,15.255,6.0
584962,Between Two Ferns: The Movie,English,9.393,6.0
269795,2:22,English,16.598,6.0
215830,Open Grave,English,9.16,6.0
136835,No Good Deed,English,32.594,6.0
605804,The Wretched,English,11.89,6.0
172533,Drinking Buddies,English,7.362,6.0
13159,Georgia Rule,English,6.282,6.0
2029,Tanguy,Non-English,5.449,6.0
1642,The Net,English,14.149,6.0
308024,The Overnight,English,8.628,6.0
266294,Sisters,English,17.553,6.0
85041,Immaturi - Il viaggio,Non-English,5.424,6.0
58595,Snow White and the Huntsman,English,75.831,6.0
11428,Sleepwalkers,English,26.354,6.0
10680,D3: The Mighty Ducks,English,7.7,6.0
10379,Drop Dead Fred,English,7.783,6.0
414190,iBoy,English,16.999,6.0
203665,Paris or Perish,Non-English,6.943,6.0
11866,Flight of the Phoenix,English,12.201,6.0
10313,The Men Who Stare at Goats,English,13.347,6.0
10127,Critters 2,English,20.215,6.0
217,Indiana Jones and the Kingdom of the Crystal Skull,English,30.553,6.0
41215,Black Death,English,8.844,6.0
12658,Someone Like You...,English,10.941,6.0
9923,Domino,English,9.883,6.0
7091,Vampire's Kiss,English,8.093,6.0
30974,High Lane,Non-English,10.349,6.0
497814,Breaking In,English,18.896,6.0
14248,Igor,English,59.2,6.0
11932,Bride of Chucky,English,84.149,6.0
10714,The Jungle Book,English,15.171,6.0
479,Shaft,English,21.987,6.0
346681,Wilson,English,8.269,6.0
43209,Ong Bak 3,Non-English,29.426,6.0
14817,Good Burger,English,15.2,6.0
8069,Barbarella,English,14.839,6.0
586592,Come to Daddy,English,9.066,6.0
13460,Doomsday,English,23.445,6.0
9756,Half Light,English,14.963,6.0
10173,Marked for Death,English,13.526,6.0
36669,Die Another Day,English,21.816,6.0
30618,Bunraku,English,9.211,6.0
14372,Leviathan,English,13.176,6.0
9815,Goal! II: Living the Dream,English,14.258,6.0
32823,Get Him to the Greek,English,14.574,6.0
15516,The Last House on the Left,English,21.411,6.0
11374,Edtv,English,8.175,6.0
9406,An American Werewolf in Paris,English,17.262,6.0
49953,A Turtle's Tale: Sammy's Adventures,English,14.351,6.0
24795,Angels in the Outfield,English,13.627,6.0
10351,Wishmaster,English,17.163,6.0
590869,Hammamet,Non-English,5.323,6.0
11775,Intolerable Cruelty,English,12.272,6.0
9644,National Lampoon's Loaded Weapon 1,English,8.124,6.0
9582,A Guy Thing,English,10.237,6.0
492565,The Kid,English,9.211,5.9
261375,Flying Home,English,8.541,5.9
52067,Cedar Rapids,English,7.059,5.9
11015,The Relic,English,11.873,5.9
10678,Bringing Down the House,English,12.286,6.0
491473,Gloria Bell,English,9.063,5.9
257440,Term Life,English,16.5,5.9
199661,Josephine,Non-English,5.11,5.9
73937,The Big Year,English,8.344,5.9
8698,The League of Extraordinary Gentlemen,English,30.501,5.9
5549,RoboCop 2,English,22.701,5.9
1722,Captain Corelli's Mandolin,English,9.396,5.9
362637,Opposites Attract,Non-English,6.034,5.9
340442,Pilgrimage,English,23.254,5.9
328720,What a beautiful surprise,Non-English,5.119,5.9
11638,Guess Who,English,10.453,5.9
1961,My Name Is Bruce,English,5.893,5.9
206296,The Last Five Years,English,5.351,5.9
47971,xXx: Return of Xander Cage,English,79.731,5.9
10145,The Forgotten,English,12.309,5.9
4234,Scream 3,English,29.498,5.9
126250,Love Is All You Need,Non-English,9.838,5.9
45649,Rubber,English,8.512,5.9
25239,Day of the Woman,English,25.954,5.9
12540,Bring It On Again,English,1.133,5.9
10900,Surveillance,English,7.116,5.9
412546,Antrum,English,16.085,5.9
12994,The Nines,English,7.55,5.9
9092,Snow White: A Tale of Terror,English,22.717,5.9
174675,The Machine,English,7.802,5.9
130267,Seal Team Six: The Raid on Osama Bin Laden,English,5.872,5.9
19286,Leprechaun 3,English,48.255,6.0
9988,Beerfest,English,11.386,5.9
9895,Man of the Year,English,6.741,5.9
539537,Fantasy Island,English,24.038,5.9
421473,Above Suspicion,English,14.546,5.9
9073,Free Willy 2: The Adventure Home,English,27.414,5.9
8452,The 6th Day,English,18.04,5.9
274854,The Last Witch Hunter,English,53.804,5.9
21427,The Valet,Non-English,7.685,5.9
8914,Deep Blue Sea,English,22.415,5.9
426238,Beach Rats,English,9.528,5.9
146223,Closed Circuit,English,18.637,5.9
10023,Dragnet,English,8.627,5.9
1257,Because I Said So,English,9.924,5.9
335777,The Nut Job 2: Nutty by Nature,English,20.34,5.9
187596,Walk of Shame,English,20.95,5.9
48946,Chatroom,English,9.069,5.9
32985,Solomon Kane,English,11.6,5.9
514593,You Should Have Left,English,32.733,5.9
112200,Thanks for Sharing,English,8.664,5.9
48838,London Boulevard,English,9.988,5.9
